frame,id,x,y
1038,8,1729,366
1039,8,1728,366
1040,8,1728,365
1041,8,1728,364
1042,8,1727,364
1043,8,1727,363
1044,8,1726,363
1045,8,1726,362
1046,8,1725,361
1047,8,1725,361
1048,8,1724,360
1049,8,1724,359
1050,8,1723,359
1051,8,1723,358
1052,8,1723,357
1053,8,1723,356
1054,8,1723,356
1055,8,1723,356
1056,8,1723,355
1057,8,1722,355
1058,8,1722,354
1059,8,1722,354
1060,8,1722,353
1061,8,1722,353
1062,8,1721,353
1063,8,1721,352
1064,8,1721,352
1065,8,1721,352
1066,8,1721,351
1067,8,1721,351
1068,8,1721,350
1069,8,1721,349
1070,8,1721,349
1071,8,1720,348
1072,8,1720,347
1073,8,1719,347
1074,8,1719,346
1075,8,1719,345
1076,8,1719,344
1077,8,1719,344
1078,8,1718,343
1079,8,1718,342
1080,8,1718,342
1081,8,1718,341
1082,8,1718,340
1083,8,1718,340
1084,8,1717,339
1085,8,1716,339
1086,8,1716,338
1087,8,1716,337
1088,8,1716,336
1089,8,1716,336
1090,8,1716,335
1091,8,1716,334
1092,8,1716,333
1093,8,1715,332
1094,8,1715,331
1095,8,1714,331
1096,8,1714,330
1097,8,1714,330
1098,8,1713,329
1099,8,1713,329
1100,8,1713,328
1101,8,1713,327
1102,8,1713,327
1103,8,1713,326
1104,8,1712,326
1105,8,1712,325
1106,8,1712,325
1107,8,1712,324
1108,8,1712,324
1109,8,1712,323
1110,8,1712,322
1111,8,1712,321
1112,8,1711,321
1113,8,1711,320
1114,8,1711,319
1115,8,1710,318
1116,8,1710,317
1117,8,1710,316
1118,8,1710,316
1119,8,1709,315
1120,8,1709,314
1121,8,1709,313
1122,8,1708,312
1123,8,1708,312
1124,8,1708,312
1125,8,1708,311
1126,8,1708,310
1127,8,1708,310
1128,8,1707,309
1129,8,1706,308
1130,8,1706,308
1131,8,1706,307
1132,8,1706,307
1133,8,1705,306
1134,8,1705,305
1135,8,1705,304
1136,8,1705,303
1137,8,1705,303
1138,8,1705,302
1139,8,1705,302
1140,8,1704,301
1141,8,1704,300
1142,8,1704,300
1143,8,1703,299
1144,8,1703,298
1145,8,1702,298
1146,8,1702,297
1147,8,1701,296
1148,8,1701,295
1149,8,1701,295
1150,8,1700,294
1151,8,1700,294
1152,8,1700,293
1153,8,1699,292
1154,8,1699,291
1155,8,1699,291
1156,8,1698,290
1157,8,1698,290
1158,8,1698,290
1159,8,1698,289
1160,8,1697,288
1161,8,1697,288
1162,8,1697,287
1163,8,1696,287
1164,8,1696,286
1165,8,1695,286
1166,8,1695,285
1167,8,1694,284
1168,8,1694,284
1169,8,1693,284
1170,8,1693,283
1171,8,1693,283
1172,8,1693,283
1173,8,1693,282
1174,8,1693,282
1175,8,1693,282
1176,8,1693,282
1177,8,1694,282
1178,8,1694,282
1179,8,1694,282
1180,8,1694,281
1181,8,1694,281
1182,8,1694,281
1183,8,1694,281
1184,8,1693,281
1185,8,1693,281
1186,8,1693,281
1187,8,1693,280
1188,8,1693,280
1189,8,1693,279
1190,8,1692,279
1191,8,1692,279
1192,8,1692,278
1193,8,1692,278
1194,8,1691,278
1195,8,1691,278
1196,8,1690,278
1197,8,1689,278
1198,8,1689,278
1199,8,1688,278
1200,8,1687,279
1201,8,1686,279
1202,8,1686,279
1203,8,1685,279
1204,8,1684,279
1205,8,1683,279
1206,8,1682,279
1207,8,1681,279
1208,8,1680,278
1209,8,1680,278
1210,8,1679,278
1211,8,1678,278
1212,8,1678,278
1213,8,1677,278
1214,8,1676,278
1215,8,1676,278
1216,8,1675,277
1217,8,1674,277
1218,8,1673,277
1219,8,1672,278
1220,8,1671,278
1221,8,1670,279
1222,8,1669,279
1223,8,1669,279
1224,8,1668,280
1225,8,1667,280
1226,8,1667,280
1227,8,1666,280
1228,8,1665,280
1229,8,1665,280
1230,8,1664,281
1231,8,1663,281
1232,8,1663,281
1233,8,1662,281
1234,8,1661,281
1235,8,1661,281
1236,8,1661,281
1237,8,1661,282
1238,8,1660,282
1239,8,1660,283
1240,8,1660,283
1241,8,1661,283
1242,8,1661,283
1243,8,1662,283
1244,8,1662,283
1245,8,1662,283
1246,8,1662,283
1247,8,1662,284
1248,8,1662,284
1249,8,1662,284
1250,8,1662,285
1251,8,1663,285
1252,8,1663,285
1253,8,1663,285
1254,8,1663,285
1255,8,1663,285
1256,8,1663,286
1257,8,1663,286
1258,8,1662,287
1259,8,1662,287
1260,8,1662,287
1261,8,1662,287
1262,8,1662,287
1263,8,1662,288
1264,8,1662,288
1265,8,1662,288
1266,8,1663,288
1267,8,1663,288
1268,8,1663,288
1269,8,1663,288
1270,8,1663,288
1292,8,1663,289
1293,8,1663,289
1294,8,1663,290
1295,8,1664,290
1296,8,1663,290
1297,8,1663,290
1298,8,1662,289
1299,8,1662,289
1300,8,1662,288
1301,8,1662,288
1302,8,1662,288
1303,8,1662,288
1304,8,1662,288
1305,8,1662,288
1306,8,1663,288
1307,8,1663,288
1308,8,1663,287
1309,8,1662,287
1310,8,1662,287
1311,8,1661,287
1312,8,1661,287
1313,8,1660,287
1314,8,1660,287
1315,8,1660,287
1316,8,1660,287
1317,8,1660,286
1318,8,1659,286
1319,8,1659,286
1320,8,1659,286
1321,8,1659,286
1322,8,1659,286
1323,8,1659,286
1324,8,1659,287
1325,8,1659,287
1326,8,1658,287
1327,8,1658,287
1328,8,1658,287
1329,8,1657,287
1330,8,1657,287
1331,8,1657,287
1332,8,1657,286
1333,8,1657,286
1334,8,1657,286
1335,8,1656,285
1336,8,1656,285
1337,8,1656,285
1338,8,1656,286
1339,8,1656,286
1340,8,1655,287
1341,8,1655,287
1342,8,1655,287
1343,8,1655,287
1344,8,1655,288
1345,8,1654,288
1346,8,1653,288
1347,8,1653,289
1348,8,1652,289
1349,8,1652,289
1350,8,1651,289
1351,8,1650,290
1352,8,1649,290
1353,8,1649,290
1354,8,1648,290
1355,8,1647,290
1356,8,1647,290
1357,8,1646,290
1358,8,1646,291
1359,8,1645,291
1360,8,1644,291
1361,8,1644,292
1362,8,1643,292
1363,8,1643,292
1364,8,1642,292
1365,8,1641,293
1366,8,1641,293
1367,8,1641,293
1368,8,1640,293
1369,8,1640,293
1370,8,1640,293
1371,8,1639,293
1372,8,1639,293
1373,8,1639,292
1374,8,1639,292
1375,8,1638,292
1376,8,1638,292
1377,8,1638,292
1378,8,1638,293
1379,8,1638,293
1380,8,1638,294
1381,8,1638,294
1382,8,1638,294
1383,8,1637,294
1384,8,1637,294
1385,8,1637,294
1386,8,1637,294
1387,8,1637,294
1388,8,1637,293
1389,8,1637,293
1390,8,1637,293
1391,8,1637,293
1392,8,1636,293
1393,8,1636,293
1394,8,1636,292
1395,8,1636,292
1396,8,1636,292
1397,8,1636,292
1398,8,1635,292
1399,8,1635,292
1400,8,1636,291
1401,8,1636,291
1402,8,1637,291
1403,8,1637,292
1404,8,1636,292
1405,8,1636,292
1406,8,1635,292
1407,8,1635,291
1408,8,1635,291
1409,8,1635,291
1410,8,1635,291
1411,8,1635,291
1412,8,1635,290
1413,8,1635,290
1414,8,1635,291
1415,8,1634,291
1416,8,1633,292
1417,8,1633,292
1418,8,1633,292
1419,8,1632,292
1420,8,1632,292
1421,8,1632,292
1422,8,1632,292
1423,8,1631,291
1424,8,1631,291
1425,8,1630,291
1426,8,1630,291
1427,8,1629,290
1428,8,1628,290
1429,8,1627,290
1430,8,1626,290
1431,8,1625,290
1432,8,1625,290
1433,8,1625,290
1434,8,1625,291
1435,8,1624,291
1436,8,1624,291
1437,8,1624,291
1438,8,1623,291
1439,8,1623,291
1440,8,1622,291
1441,8,1622,290
1442,8,1621,290
1443,8,1620,289
1444,8,1620,290
1445,8,1619,290
1446,8,1618,291
1447,8,1617,291
1448,8,1616,292
1449,8,1615,292
1450,8,1615,292
1451,8,1614,292
1452,8,1613,293
1453,8,1613,293
1454,8,1612,294
1455,8,1612,294
1456,8,1611,295
1457,8,1611,295
1458,8,1610,295
1459,8,1609,296
1460,8,1609,297
1461,8,1608,298
1462,8,1608,298
1463,8,1608,298
1464,8,1608,299
1465,8,1608,299
1466,8,1608,299
1467,8,1608,299
1468,8,1609,299
1469,8,1609,299
1470,8,1609,299
1471,8,1609,299
1472,8,1609,298
1473,8,1609,298
1474,8,1609,298
1475,8,1609,298
1476,8,1608,298
1477,8,1608,298
1478,8,1608,298
1479,8,1608,299
1480,8,1608,299
1481,8,1608,299
1482,8,1608,299
1483,8,1608,299
1484,8,1609,298
1485,8,1609,298
1486,8,1608,297
1487,8,1608,297
1488,8,1607,297
1489,8,1607,296
1490,8,1607,296
1491,8,1607,296
1492,8,1607,296
1493,8,1607,295
1494,8,1607,295
1495,8,1608,295
1496,8,1608,295
1497,8,1608,295
1498,8,1608,295
1499,8,1608,295
1500,8,1608,295
1501,8,1608,296
1502,8,1608,296
1503,8,1607,296
1504,8,1607,296
1505,8,1607,296
1506,8,1607,296
1507,8,1607,296
1514,8,1607,296
1515,8,1607,296
1516,8,1607,297
1517,8,1608,297
1518,8,1608,297
1519,8,1608,297
1520,8,1608,298
1521,8,1608,298
1169,9,1380,470
1170,9,1380,470
1171,9,1380,470
1172,9,1380,470
1173,9,1380,470
1287,10,1392,366
1288,10,1392,365
1289,10,1392,364
1290,10,1392,363
1291,10,1392,363
1292,10,1391,363
1293,10,1391,363
1294,10,1390,363
1295,10,1390,363
1296,10,1390,363
1297,10,1390,363
1298,10,1390,364
1299,10,1390,364
1300,10,1390,364
1301,10,1391,364
1302,10,1391,364
1303,10,1391,364
1304,10,1391,363
1305,10,1391,363
1306,10,1391,362
1307,10,1391,362
1308,10,1391,362
1309,10,1390,362
1310,10,1390,362
1311,10,1390,362
1312,10,1390,361
1313,10,1390,361
1314,10,1390,361
1315,10,1390,361
1316,10,1390,361
1317,10,1389,361
1318,10,1389,361
1303,11,1653,282
1304,11,1653,282
1305,11,1653,282
1306,11,1652,282
1307,11,1651,282
1308,11,1651,282
1309,11,1651,282
1310,11,1650,282
1311,11,1649,282
1312,11,1649,282
1313,11,1648,282
1314,11,1647,282
1315,11,1647,282
1316,11,1646,283
1317,11,1645,283
1318,11,1645,283
1319,11,1644,284
1320,11,1643,284
1321,11,1643,284
1322,11,1642,284
1323,11,1642,284
1324,11,1642,284
1325,11,1641,284
1326,11,1641,284
1327,11,1640,284
1328,11,1640,285
1329,11,1640,285
1330,11,1639,286
1331,11,1638,286
1332,11,1637,287
1333,11,1636,287
1334,11,1636,288
1335,11,1636,288
1336,11,1635,288
1337,11,1635,288
1338,11,1634,289
1339,11,1633,289
1340,11,1633,289
1341,11,1632,289
1342,11,1632,289
1343,11,1631,289
1344,11,1631,289
1345,11,1631,289
1346,11,1630,288
1347,11,1630,288
1348,11,1630,288
1349,11,1630,288
1350,11,1630,288
1351,11,1630,288
1352,11,1629,288
1353,11,1629,288
1354,11,1629,288
1355,11,1628,287
1356,11,1628,287
1357,11,1627,287
1358,11,1627,287
1359,11,1626,287
1360,11,1626,288
1361,11,1625,288
1362,11,1625,289
1363,11,1625,289
1364,11,1625,289
1365,11,1624,289
1366,11,1624,289
1367,11,1623,289
1368,11,1623,290
1369,11,1622,290
1370,11,1622,290
1371,11,1621,290
1372,11,1621,290
1373,11,1620,290
1374,11,1620,291
1375,11,1619,291
1376,11,1618,291
1377,11,1617,291
1378,11,1616,291
1379,11,1615,291
1380,11,1614,291
1381,11,1613,292
1382,11,1613,292
1383,11,1612,292
1384,11,1611,292
1385,11,1610,292
1386,11,1609,293
1387,11,1608,293
1388,11,1607,293
1389,11,1607,293
1390,11,1606,293
1391,11,1605,293
1392,11,1604,293
1393,11,1603,292
1394,11,1602,292
1395,11,1601,293
1396,11,1601,293
1397,11,1601,294
1398,11,1600,294
1399,11,1599,294
1400,11,1598,294
1401,11,1598,294
1402,11,1597,294
1403,11,1596,294
1404,11,1596,293
1405,11,1595,293
1406,11,1594,293
1407,11,1593,294
1408,11,1593,294
1409,11,1592,295
1410,11,1592,295
1411,11,1591,295
1412,11,1590,295
1413,11,1590,295
1414,11,1589,295
1415,11,1588,295
1416,11,1588,294
1417,11,1587,294
1418,11,1586,294
1419,11,1586,294
1420,11,1585,294
1421,11,1585,294
1422,11,1584,294
1423,11,1584,294
1424,11,1583,295
1425,11,1582,295
1426,11,1582,295
1427,11,1581,295
1428,11,1581,295
1429,11,1580,295
1430,11,1580,295
1431,11,1579,295
1432,11,1579,295
1433,11,1579,296
1434,11,1579,296
1435,11,1578,296
1436,11,1578,297
1437,11,1578,297
1438,11,1577,297
1439,11,1577,298
1440,11,1577,298
1441,11,1577,298
1442,11,1576,299
1443,11,1576,299
1444,11,1576,299
1445,11,1576,300
1446,11,1576,300
1447,11,1576,301
1448,11,1576,301
1449,11,1576,301
1450,11,1577,301
1451,11,1577,301
1452,11,1577,301
1453,11,1577,301
1454,11,1577,301
1455,11,1577,300
1456,11,1577,300
1457,11,1577,300
1458,11,1576,299
1459,11,1576,299
1460,11,1575,299
1461,11,1574,299
1462,11,1574,299
1463,11,1573,299
1464,11,1573,299
1465,11,1572,300
1466,11,1572,300
1467,11,1571,300
1468,11,1570,301
1469,11,1569,302
1470,11,1569,302
1471,11,1568,302
1472,11,1568,302
1473,11,1567,302
1474,11,1566,302
1475,11,1565,302
1476,11,1565,302
1477,11,1564,302
1478,11,1564,303
1479,11,1563,303
1480,11,1562,303
1481,11,1562,303
1482,11,1561,303
1483,11,1561,303
1484,11,1560,304
1485,11,1560,304
1486,11,1560,304
1487,11,1560,305
1488,11,1560,305
1489,11,1560,305
1490,11,1560,304
1491,11,1560,304
1492,11,1561,303
1493,11,1561,303
1494,11,1561,303
1495,11,1561,302
1496,11,1561,301
1497,11,1562,300
1498,11,1562,300
1499,11,1562,299
1500,11,1562,298
1501,11,1562,298
1502,11,1562,297
1503,11,1562,297
1504,11,1561,297
1505,11,1561,297
1506,11,1560,297
1507,11,1561,297
1508,11,1561,297
1509,11,1562,298
1510,11,1562,298
1511,11,1563,298
1512,11,1563,298
1513,11,1563,298
1514,11,1563,298
1515,11,1563,297
1516,11,1564,297
1517,11,1564,296
1518,11,1564,297
1519,11,1564,297
1520,11,1564,298
1521,11,1564,298
1522,11,1563,298
1523,11,1563,299
1524,11,1562,299
1525,11,1562,299
1526,11,1562,300
1527,11,1562,300
1528,11,1561,301
1529,11,1561,301
1530,11,1561,301
1531,11,1561,302
1532,11,1561,302
1533,11,1561,303
1534,11,1560,303
1535,11,1560,304
1536,11,1561,304
1537,11,1561,304
1538,11,1562,305
1539,11,1562,305
1540,11,1562,305
